comment,percentco,startsta,difflike,uid,startfo,timerank,time,percentlike,startrepost,follower,percentfo,likes,startlikes,picindex,friends,statuses,repost,verified,idindex,lenindex,percentrepo,gender,diffrepo,startcomment,bi_follow,diffco,timestamp,difffo
6254,32.32542513,773,1198,1669879400,36303881,2,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,9416,19347,177,275,12/5/17 3:32,200
6254,32.32542513,773,1229,1669879400,36303881,3,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8695,19347,177,184,12/5/17 3:43,187
6254,32.32542513,773,1190,1669879400,36303881,4,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5838,19347,177,283,12/5/17 3:53,132
6254,32.32542513,773,1244,1669879400,36303881,5,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,6368,19347,177,293,12/5/17 4:03,211
6254,32.32542513,773,1154,1669879400,36303881,6,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7709,19347,177,221,12/5/17 4:13,194
6254,32.32542513,773,1128,1669879400,36303881,7,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8770,19347,177,258,12/5/17 4:23,185
6254,32.32542513,773,1045,1669879400,36303881,8,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8677,19347,177,144,12/5/17 4:33,184
6254,32.32542513,773,1070,1669879400,36303881,9,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7211,19347,177,58,12/5/17 4:43,209
6254,32.32542513,773,1093,1669879400,36303881,10,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,4162,19347,177,48,12/5/17 4:53,203
6254,32.32542513,773,1181,1669879400,36303881,11,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5335,19347,177,79,12/5/17 5:03,174
6254,32.32542513,773,1225,1669879400,36303881,12,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7363,19347,177,155,12/5/17 5:13,166
6254,32.32542513,773,1304,1669879400,36303881,13,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8329,19347,177,83,12/5/17 5:23,175
6254,32.32542513,773,1302,1669879400,36303881,14,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8209,19347,177,37,12/5/17 5:33,148
6254,32.32542513,773,1278,1669879400,36303881,15,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5192,19347,177,125,12/5/17 5:43,140
6254,32.32542513,773,1324,1669879400,36303881,16,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,3118,19347,177,144,12/5/17 5:53,317
6254,32.32542513,773,1379,1669879400,36303881,17,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5300,19347,177,68,12/5/17 6:03,172
6254,32.32542513,773,1334,1669879400,36303881,18,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7791,19347,177,74,12/5/17 6:14,216
6254,32.32542513,773,1377,1669879400,36303881,19,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7188,19347,177,122,12/5/17 6:24,202
6254,32.32542513,773,1373,1669879400,36303881,20,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8471,19347,177,101,12/5/17 6:34,197
6254,32.32542513,773,1327,1669879400,36303881,21,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,6521,19347,177,193,12/5/17 6:44,218
6254,32.32542513,773,1275,1669879400,36303881,22,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,3883,19347,177,175,12/5/17 6:54,242
6254,32.32542513,773,1272,1669879400,36303881,23,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5680,19347,177,132,12/5/17 7:04,152
6254,32.32542513,773,1174,1669879400,36303881,24,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8166,19347,177,81,12/5/17 7:14,178
6254,32.32542513,773,1112,1669879400,36303881,25,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,6877,19347,177,144,12/5/17 7:24,172
6254,32.32542513,773,956,1669879400,36303881,26,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8513,19347,177,37,12/5/17 7:34,144
6254,32.32542513,773,865,1669879400,36303881,27,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,6665,19347,177,47,12/5/17 7:44,161
6254,32.32542513,773,735,1669879400,36303881,28,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,2775,19347,177,111,12/5/17 7:54,143
6254,32.32542513,773,601,1669879400,36303881,29,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5089,19347,177,112,12/5/17 8:04,154
6254,32.32542513,773,482,1669879400,36303881,30,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,8052,19347,177,66,12/5/17 8:14,109
6254,32.32542513,773,415,1669879400,36303881,31,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,6120,19347,177,46,12/5/17 8:24,92
6254,32.32542513,773,337,1669879400,36303881,32,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7557,19347,177,44,12/5/17 8:34,93
6254,32.32542513,773,260,1669879400,36303881,33,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7351,19347,177,55,12/5/17 8:45,82
6254,32.32542513,773,233,1669879400,36303881,34,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,3173,19347,177,78,12/5/17 8:55,51
6254,32.32542513,773,203,1669879400,36303881,35,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,4686,19347,177,51,12/5/17 9:05,69
6254,32.32542513,773,177,1669879400,36303881,36,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,7837,19347,177,87,12/5/17 9:15,55
6254,32.32542513,773,155,1669879400,36303881,37,Tue Dec 05 10:25:38 +0800 2017,36.56078329,348191,7297,2.009977941,40664,111223,0,196,0,462660,TRUE,2,20,132.8753472,1,5777,19347,177,54,12/5/17 9:25,58
